,root,num_radicals,class,type,infinitive,languages,gloss
1682,srr,3,d-d,,sarruru,"Ass, NA","pray, implore; worship"
1683,šrr,3,u-u,,,Ass,bend
1684,ṣrr,3,u-u,,,Ass,"flare up, flash"
1685,ṣrr,3,u-u,,,"Ass, NA, B","drip, ooze, trickle; (D) drip liquid"
1686,šrr,3,u-u,,,B,"go ahead (in battle, prayer); (D) encourage"
1687,ṣrš,3,?-?,,,"SB, OB, B",(meaning unknown); (D) spread out; make rays of light
1688,šrṣ,3,a-u,,,"Ass, SB, B","clutch, claw on"
1689,ṣrš,3,d-d,,,Ass,"sprout, branch"
1690,šrṭ,3,a-u,,,"Ass, NA, B","shred, tear; (D) tear in"
1691,ṣrt,3,i-i,,,"B, SB, Ass","fart, break wind; (D) fart chronically"
1692,ss',3,i-i,,,"Ass, NA, MA","read (out), shout, call; address; demand; (D) have a proclamation made"
1693,šs',3,i-i,,,"OAKk, OAss, OB","read (out), shout, call; address; demand; (D) have a proclamation made"
1694,št',3,i-i,,,"Ass, B","drink, imbibe, gulp down"
1695,šṭ',3,i-i,e,,"Ass, SB, NB, B","spread out, lay out"
1696,št',3,u-u,,,Ass,"weave, spin; entangle"
1697,sṭh,3,?-?,,,OB,(meaning unknown)
1698,šth,3,a-u,,,"Ass, SB, B","be tall, elongated, stretch out"
1699,stl,3,i-i,,,"SB, B, Ass",plant (reed-bed)
1700,štn,3,i-i,,,"Ass, SB, B",urinate
1701,šṭp,3,a-u,,,"Ass, OAkk, B","preserve life, save"
1702,štp,3,i-i,,,"SB, B",hollow out
1703,štq,3,a-u,,,"Ass, B","cut, split; tear"
1704,šṭr,3,a-u,,,"Ass, Na, NA, B","write, write down, inscribe"
1705,sṭr,3,a-u,,,"NB, NA, B, Ass","write down; inscribe tablet, stele; copy tablet; (D) put down in writing"
1706,sṭr,3,a-u,,,Nuzi,"write down; inscribe tablet, stele; copy tablet; (D) put down in writing"
1707,šṭṭ,3,a-u,,,"SB, B",rip open
1708,ṣw',3,?-?,,ṣawwûm,"OAss, Ass",speak
1709,šw',3,i-i,,,"OB, SB, B",roast
1710,t'b,3,?-?,e,,OB,distrust
1711,ṭ'b,3,a-i,,ṭiābu,"Ass, OAkk","be(come) good, sweet"
1712,ṭ'b,3,i-i,,,B,"be(come) good, sweet"
1713,t'l,3,?-?,ea,,"OB, SB",pronounce exactly; (D) mark exactly
1714,ṭ'm,3,?-?,e,,"B, OB","look after, take care"
1715,ṭ'm,3,a-e,,ṭeāmu,"Ass, OAss","perceive, taste, try"
1716,t'm,3,d-d,,,"NA, NB, SB",reconsider
1717,ṭ'n,3,a-i,,ṭiānu,"Ass, NA, MA, OB","grind, pulverize; (N) be ground"
1718,ṭ'p,3,?-?,,,SB,"twist, wind thread"
1719,t'p,3,?-?,,,"SB, OB",I (meaning unknown); II distrust
1720,t'p,3,u-u,,,Ass,devote o.s.
1721,t'r,3,a-u,,tuāru,"Ass, OAkk","return (intrans), recur, turn; (D) send, give, pay back"
1722,t'r,3,u-u,,,B,"return (intrans), recur, turn; (D) send, give, pay back"
1723,ṭb',3,i-i,e,,"B, SB, MB",sink (intrans.); drown; submerge; be depressed
1724,tb',3,i-i,ea,"tebû, tabā'u","OAkk, Ass, NB",rise (up); revolt (intrans.); get up
1725,ṭb',3,u-u,,ṭabā'u,"Ass, OAss, B",sink (intrans.); drown; submerge; be depressed
1726,ṭbh,3,a-u,,,Ass,"slaughter (animal, human), butcher"
1727,tbk,3,a-u,,,"Ass, OAss","pour, shed, infuse; lay flat"
1728,tbl,3,a-a,,,"Ass, SB, OAss, B","take away, take for oneself; disappear"
1729,td',3,d-d,,tuddû,"Nippur, NB, B",(D) make known
1730,tdn,3,a-i,,,"Ass, NA, MA","give, deliver, hand"
1731,tgn,3,u-u,,,"SB, Ass",be(come) secure; (D) put in order; (Dtn) keep in order
1732,ṭh',3,e-e,e,,"B, OB","approach, draw near, come near; (D) bring"
1733,ṭh',3,i-i,,,"Ass, OAss","approach, draw near, come near; (D) bring"
1734,ṭhd,3,u-u,,,"Ass, NA, B",be abundant; flourish; (Dt) burst out
1735,thh,3,?-?,,,"Ass, MA, NA, SB",pour (over)(?); (D) drench 
1736,tk',3,d-d,,,Ass,"check, coerce, contain"
1737,tkk,3,?-?,,,"Ass, OB, SB","injure; harm, oppress"
1738,tkl,3,a-a,,,B,"confide (in), trust, entrust, rely on"
1739,tkl,3,i-i,,,"SB, NA, Ass","confide (in), trust, entrust, rely on"
1740,tkp,3,i-i,,,"Ass, NA, B","prick, puncture, cup"
1741,tl',3,d-d,,,"Ass, Nuzi, SB","bedeck, adorn, decorate, accoutre (with jewelry)"
1742,tlk,3,d-d,,,OB,(D) (meaning unknown)
1743,tll,3,a-u,,,"Ass, OB, SB",stretch out; stick out
1744,tll,3,d-d,,,"SB, NA","(D) harness, equip"
1745,ṭlm,3,a-u,,,Ass,"cheat, deceive, treat"
1746,ṭlm,3,d-d,,,OB,(D) do injustice
1747,tlm,3,d-d,,šutlumu,"Ass, B","(S only) bestow generously, grant"
1748,tm',3,a-a,ae,,"Ass, NB, Mari","swear, vow; (D) adjure"
1749,ṭm',3,i-i,,,"Ass, B","spin, plait; totter, go shakily"
1750,tm',3,u-u,,,"Ass, OB",be amazed
1751,tmh,3,a-u,,,"Ass, B","grasp, hold fast; control (D ~ G)"
1752,tmk,3,a-u,,,"Ass, B","grasp, hold fast; control (D ~ G)"
1753,tmm,3,?-?,,,OB,(meaning unknown)
1754,ṭmm,3,d-d,,,?,(D) block ears; make deaf
1755,tmr,3,i-i,ae,,"Ass, B, NA",bury; cover in earth
1756,ṭnp,3,u-u,,,"Ass, SB, NB, NA","be dirty, be stained"
1757,tp',3,d-d,,tappû,OAss,join in partnership with
1758,ṭp',3,i-i,,,"Ass, OAkk, B, NB","expand, extend, add, apply; (D) apply (plaster)"
1759,tpk,3,a-u,,,"Ass, OAss","pour, shed, infuse; lay flat"
1760,ṭpl,3,a-u,,,OB,"slander, insult, revile; disdain oath"
1761,ṭpl,3,i-i,,,"Ass, SB, OAss","slander, insult, revile; disdain oath"
1762,ṭpp,3,u-u,,,"MA, SB","be satisfied, be very full"
1763,ṭpr,3,i-i,,,"OB, SB",press towards; drive away (animate objects)
1764,ṭpš,3,?-?,,,"Ass, SB","be plump, chubby, fat"
1765,tpš,3,?-?,,,OB,(D) take into custody
1766,tqm,3,u-u,,,NB,be(come) secure; (D) put in order; (Dtn) keep in order
1767,tqn,3,u-u,,,B,be(come) secure; (D) put in order; (Dtn) keep in order
1768,tr',3,i-i,,,"OB, SB","lift up (child, tail)"
1769,ṭr',3,i-i,ea,,"Ass, NB, SB, MB","strike, lash, beat; penetrate"
1770,tr',3,u-u,,,"OAkk, OAss, OB, SB",lead away
1771,ṭrd,3,a-u,,,"OAkk, B, Ass","send (animate objects), drive away"
1772,trh,3,a-u,,,"Ass, MA, SB","delve, dig up, grub"
1773,trk,3,a-u,,,"Ass, OAkk, SB, OB","I be dark; II beat, thump"
1774,trp,3,?-?,,,"Ass, SB","be covered with color, be painted"
1775,trq,3,a-a,,,"OAkk, SB","relent, take pity"
1776,ṭrr,3,?-?,,,SB,be bearded
1777,trr,3,u-u,,,"Ass, B","shake, shiver, thrill"
1778,trs,3,?-?,,,?,send (person)
1779,trṣ,3,?-?,,,?,send (person)
1780,ṭrṣ,3,?-?,,,?,send (person)
1781,trš,3,?-?,,,OB,(meaning unknown)
1782,ṭrs,3,?-?,,,"Ug, B",send (person)
1783,trṣ,3,a-u,,,"Ass, Nuzi, Am, OB","stretch out, extend, point (a finger); spread out"
1784,trṣ,3,i-i,,,Am,"be(come) proper, feasible, in order"
1785,trṣ,3,u-u,,,"Ass, NA, B, OB","be(come) proper, feasible, in order"
1786,tṣ',3,?-?,,,"OB, SB",go away
1787,tṣ',3,i-i,e,,"OB, SB, Ass","defecate, shit"
1788,tšb,3,a-i,,,"OAss, B",sit down
1789,tw',3,?-?,,,Mari,(meaning unknown)
1790,ṭw',3,i-i,,,B,"spin, plait; totter, go shakily"
1791,tz',3,i-i,e,,"OB, SB, Ass","defecate, shit"
1792,w'',3,d-d,,wu''ûm,OB,"falsify, counterfeit (tablet, sealing)"
1793,w'r,3,a-a,,wâru,"OAkk, B, OAss, SB, MB","go forward, march; (D) instruct"
1794,w'ṣ,3,?-?,,,"B, OAkk","become insufficient, little"
1795,w'š,3,?-?,,"we'āšum, wêšum","B, OAss",relinquish
1796,wb',3,i-i,,wabā'u,"OB, SB",weed
1797,wbd,3,?-?,,,OAkk,(meaning unknown)
1798,wbl,3,a-i,,"wabālu, ubālu","Ass, SB","carry, bring; (Gtn) look after; (S) deliver; (St1) be delivered; (St2) stir"
1799,wbr,3,d-d,,ubburu,Ass,"accuse, denounce"
1800,wbt,3,?-?,,,OAkk,(meaning unknown)
1801,wbṭ,3,?-?,,,OAkk,(meaning unknown)
1802,wd',3,a-i,,"wadûm, udā'u","Ass, OAss, B","know, be aware; (D) identify, reveal, prescribe, define; (SD) allocate"
1803,whr,3,d-d,,uhhuru,Ass,"be late, tarry"
1804,wkb,3,d-d,,ukkubu,Ass,"arrive, draw close"
1805,wkl,3,?-?,,,OB,(D) appoint as overseer
1806,wkm,3,?-?,,,"Mari, OAkk","notice, observe"
1807,wkš,3,d-d,,ukkušu,Ass,"move on, progress"
1808,wl',3,?-?,,alā'u,SB,lick
1809,wld,3,a-i,,,"B, OAkk","give birth, bear (young)"
1810,wm',3,?-?,,,OAkk,swear
1811,wml,3,d-d,,ummulu,Ass,"scintillate, twinkle"
1812,wml,3,i-i,,,"OB, SB","be veiled, covered; (D) eclipse"
1813,wnt,3,d-d,,unnutu,Ass,"be dim, be faint"
1814,wp',3,?-?,,,"OAkk, MB, SB, MA","be(come) visible, appear; (S) make manifest"
1815,wpd,3,?-?,,,OAkk,(meaning unknown)
1816,wpš,3,?-?,,,OB,insult
1817,wpt,3,?-?,,,OAkk,(meaning unknown)
1818,wpṭ,3,?-?,,,OAkk,(meaning unknown)
1819,wq',3,?-?,,,"OAss, OB, SB",wait for; (Dt) expect
1820,wq',3,d-d,,uqqû,Ass,"incise, inscribe, prescribe"
1821,wqr,3,i-i,,"waqāru, uqāru","B, Ass","become rare, scarce, expensive"
1822,wr',3,u-u,,,"OAkk, OAss, MA, NA, OB, SB","lead, bring, take to; (Gt) lead away; (Gtn) guide; steer"
1823,wrd,3,a-i,,uradu,"Ass, OAss, MB, NB","descend, go down"
1824,wrh,3,?-?,,,"OB, SB","hasten, be urgent; (D) speed up, scare away"
1825,wrq,3,i-i,,,OB,become yellowish green; pale
1826,wrš,3,?-?,,,"B, SB",be(come) dirty
1827,wrz,3,d-d,,urruzu,Ass,"make dirty, muck"
1828,wṣ',3,a-i,,uṣû,Ass,"go out, set forth"
1829,wṣ',3,d-d,,,B,spread out; remove; open wide
1830,ws',3,d-d,,,"OAkk, B, NB, SB, MB, Ass","identify, distinguish; discriminate"
1831,wṣ',3,i-i,,,B,go out; depart
1832,wš',3,i-i,,,NB,"forget, leave behind"
1833,wš',3,i-i,,wašā'um,"SB, OAss",need
1834,wṣb,3,a-i,,,"B, Ass, OAss","add, increase; augment(D) multiply"
1835,wsk,3,d-d,,ussuku,Ass,"ascribe, assign, attribute"
1836,wsm,3,?-?,,,B,"be fitting, suitable; (D) adorn building"
1837,wsq,3,i-i,,,JB,"raise up, strengthen"
1838,wšr,3,?-?,,,"OB, SB, NB","release, set free, relinquish; abandon"
1839,wšr,3,d-d,,uššuru,Ass,"release, set free, relinquish; abandon"
1840,wṣṣ,3,d-d,,(w)uṣṣuṣu,"Ass, NA, SB, NB","investigate, interrogate"
1841,wšṭ,3,a-i,,,"B, OAss","be(come) difficult, stiff"
1842,wšz,3,a-i,,uzuzzu,Ass,stand; (Gtn) stand around
1843,wt',3,a-a,,,"OAkk, OAss, MB","discover, find; (St1) meet one another; converge"
1844,wt',3,u-u,,,B,"discover, find; (St1) meet one another; converge"
1845,wtl,3,?-?,,utūlu,Ass,"lie down, sleep"
1846,wtr,3,i-i,,"utāru, watāru","Ass, OAkk, B","be excessive, additional; (D) enlarge"
1847,wzn,3,d-d,,wazzunum,OAss,listen
1848,z'',3,?-?,,ze'û,"NB, NA",(meaning unknown)
1849,z'',3,d-d,,za''û,Ass,(meaning unknown)
1850,z'',3,d-d,,zu'û,SB,(S) perfume; make smell good
1851,z'b,3,a-u,,"zâbu, zuābu","Ass, OAss, OB, SB","dissolve, flow (away)"
1852,z'k,3,u-u,,,"Ass, NA, SB, OB, MA, B","pulverize, crush (plants, herbs)"
1853,z'm,3,a-u,,zuāmu,Ass,"hum, hustle, jostle"
1854,z'n,3,?-?,,za'ānu,"Ass, B","(D) adorn, decorate"
1855,z'p,3,?-?,,zu''upu,SB,(meaning unknown)
1856,z'q,3,a-i,,"ziāqu, Zâqu","Ass, OB, SB, MA, NA","blow, waft, gust, drift; bluster (of wind, demon, illness, laughter, scent)"
1857,z'q,3,i-i,,Zâqu,OB,"blow, waft, gust, drift; bluster (of wind, demon, illness, laughter, scent)"
1858,z'r,3,e-e,e,zêru,"Ass, OAss, OB, MB, SB","hate, dislike, detest; reject"
1859,z'r,3,i-i,,"zêru, ziāru","Ass, OAss, OB, MB, SB","hate, dislike, detest; reject"
1860,z'r,3,u-u,,"zâru, zuāru","Ass, B, SB, OAss, MA","whirl, circle, dance; twist (parts of body)"
1861,z't,3,a-u,,zuātu,Ass,transpire
1862,z'z,3,u-u,,"zâzu, zuāzu","Ass, OAkk, SB","divide, share; allot; (D) distribute"
1863,zbl,3,i-i,ae,,"Ass, B, NB","carry, haul, transport"
1864,zk',3,i-i,,,NB,"be(come) clean, clear, free, pure; (D) exempt, free"
1865,zk',3,u-u,,,"Ass, OB, OAss, NA","be(come) clean, clear, free, pure; (D) exempt, free"
1866,zkd,3,?-?,,,"B, Mari",(meaning unknown)
1867,zkp,3,a-u,,,"NA, B",fix upright; impale (human on stake); crucify; plant; (N) be set up
1868,zkr,3,a-u,,,"Ass, Am, Mari, B","declare, name, invoke, mention, speak, pronounce"
1869,zlq,3,?-?,,,Ass,"glare, glitter, spangle"
1870,zm',3,?-?,e,,Ug,be angry
1871,zm',3,d-d,,,"Ass, NA, B","(D) lack, miss; be deprived of"
1872,zmm,3,a-a,,,Ass,"buzz, tinkle, whir"
1873,zmn,3,d-d,,,SB,(meaning unclear)
1874,zmr,3,a-u,,,OB,"sing, chant, intone"
1875,zmr,3,i-i,,,OAss,"set aside, separate"
1876,zmr,3,u-u,,,"Ass, OB","sing, chant, intone"
1877,zn',3,i-i,ea,,"Ass, Ug, B","be angry, be offended"
1878,znd,3,?-?,,,NB,(meaning unknown)
1879,znn,3,a-u,,,"Ass, B","I support, keep up; provide food for; pander; II (OB) rain"
1880,znn,3,u-u,,,"Ass, OB",rain; (S) bring rain
1881,znq,3,d-d,,,SB,(meaning unknown)
1882,zp',3,d-d,,,Ass,"adulterate, counterfeit"
1883,zpr,3,a-a,,,"Ass, OB","decay, rot, become"
1884,zqd,3,?-?,,,"B, Mari",(meaning unknown)
1885,zqn,3,?-?,,,"Ass,OAkk OAss",be bearded
1886,zqp,3,a-u,,,"NA, B",fix upright; impale (human on stake); crucify; plant; (N) be set up
1887,zqr,3,a-u,,,"Ass, Am, Mari, B","declare, name, invoke, mention, speak, pronounce"
1888,zqr,3,a-u,,,"OAkk, B","project, build high, be high, culminate"
1889,zqr,3,i-i,,,"OAkk, B, Ass","project, build high, be high, culminate"
1890,zqt,3,a-u,,,"Ass, B","sting, goad, prick; bite (of insects)"
1891,zqt,3,i-i,,,B,"sting, goad, prick; bite (of insects)"
1892,zr',3,u-u,,,"Ass, B, NA, MA","sow, seed; disseminate; scatter, winnow"
1893,zrb,3,i-i,,,"Ass, NA","do legally; purchase, acquire"
1894,zrp,3,i-i,,,"Ass, NA","do legally; purchase, acquire"
1895,zrq,3,a-u,,,"OAkk, OB, SB","scatter, sprinkle, spray, strew"
1896,zrq,3,i-i,,,"Ass, OAkk, OB, SB, NA","scatter, sprinkle, spray, strew"
1897,blkt,4,d-d,,,"B, Ass","(D) go over; cross; befall (of sorcery, witchcraft)"
1898,glt',4,d-d,,,B,"awake, wake up (intrans.)"
1899,grš',4,d-d,,,B,run around in confusion
1900,hlṣ',4,d-d,,,B,"slip, slide"
1901,hrbš,4,d-d,,,B,freeze
1902,hrmm,4,d-d,,,B,"break down, collapse"
1903,hrmṭ,4,d-d,,,B,"dissolve, melt"
1904,hršš,4,d-d,,,B,collapse
1905,klm',4,d-d,,,B,regard malevolently
1906,mrk',4,d-d,ae,namarkû,"B, Ass",be delayed; fall behind
1907,plsh,4,d-d,,,B,fall to the ground; (S) make prostrate
1908,plṭ',4,d-d,,,B,go past; (N) miss with a weapon
1909,prd',4,d-d,,napardû,"B, Ass","shine brightly; (S) illuminate; cheer up (mood, heart)"
1910,prk',4,d-d,,,B,stop working
1911,prqd,4,d-d,,,"OB, SB",lie on back
1912,prrr,4,d-d,,,B,(S) spread out
1913,pršd,4,d-d,,,"B, Ass",flee
1914,prsh,4,d-d,,,B,fall to the ground; (S) make prostrate
1915,pršm,4,d-d,,,"B, Ass","(D) grow old, age"
1916,przh,4,d-d,,,B,(S) make abundant
1917,qlp',4,d-d,,neqelpûm,"B, Ass",(N) float; glide; (S) sail downstream
1918,šb'',4,d-d,,šube''û,"MA, Ass, B, OB, SB",(S) rush upon
1919,šgrr,4,d-d,,,B,(S) seal tablet
1920,šhrr,4,d-d,,šuhruru,"Ass, B","I (S) lay waste, devastate; II be dazed; be deathly still "
1921,šk'n,4,d-d,,šukênu,"Ass, B",(S) prostrate o.s.
1922,škll,4,d-d,,šaklulu,"Ass, B","(S) perfect, complete"
1923,šlp',4,d-d,,nešalpû,"SB, B","(S) glide, slither (of snake)"
1924,šmš',4,d-d,,šumšû,"Ass, B",(S) stay overnight
1925,šp'l,4,d-d,,šupêlu,Ass,"(S) change, exchange"
1926,šp'l,4,d-d,e,,?,(S) change
1927,šprr,4,d-d,,,B,(S) deploy
1928,šqll,4,d-d,,,Ass,(S) hang (down)
1929,šqmm,4,d-d,,,"B, Ass",(S) be dead silent
1930,šrbṣ,4,d-d,,naṣarbuṣu,"OB, SB, B","(S) flit, chase about"
1931,šrbṭ,4,d-d,,naṣarbuṭu,"OB, SB, B","(S) flit, chase about"
1932,šškt,4,d-d,,šaškutu,?,(S) dispatch
1933,trgm,4,d-d,,targumu,Ass,"interpret, translate"
1934,zrbb,4,d-d,,,"OB, SB",treble with rage (of monsters)
